,text_id,element_position,critic_ids_talking,critics_talking,total_tokens,sentiment_score,tokens_without_sentiment,positive_tokens,positive_sentiment,negative_tokens,negative_sentiment,sentiment_distance,element_text,pos_tokens_dict,neg_tokens_dict
1602,628,4,104,Martin Ebel,9,0.04550000000000001,7,1,0.4324,1,-0.3414,0.7738,"Martin Ebel zeigte sich weniger begeistert. Man habe es erneut mit einem ""Illusions-Desillusionstext"" zu tun, bei dem das Ende sehr vorhersehbar sei und meinte: ""Ansonsten habe ich nicht begriffen, wo der Text hin will"".",{'begeistern': 1},{'vorhersehbar': 1}
1603,628,5,,,11,-0.3466,10,0,0,1,-0.3466,0.3466,"Zwei Dinge wären besonders zu kritisieren: Die Sprache und die Perspektive. ""Die Sprache ist unsinnlich und haftet nicht an, die Dialoge wirken extrem gekünstelt.""",{},{'kritisieren': 1}
1604,628,6,104,Martin Ebel,11,-0.08433333333333333,8,2,0.1869,1,-0.6268,0.8137000000000001,"Die Erzähl-Perspektive schwanke ""unglaublich"" zwischen einer ""objektiven und einer subjektiven"" hin und her. Insgesamt zeigte sich Ebel ""unsicher"", wie es mit dem Text ""weiter gehen"" könne: ""Ich wünsche mir mehr Klarheit.""","{'unglaublich': 1, 'Klarheit': 1}",{'unsicher': 1}
1605,628,7,100,Ilma Rakusa,13,-0.3466,12,0,0,1,-0.3466,0.3466,"""Da stimmt vieles nicht"", schloss sich die Slawistin Ilma Rakusa an. Sie kritisierte die ihrer Meinung nach ""gekünstelten Koinzidenzen"" zwischen Text und Vorbildern aus der russischen Literatur.",{},{'kritisieren': 1}
1606,628,8,,,8,0,8,0,0,0,0,0,"Die ""Mystifikation der Welt"", die der Text versucht, sei nicht geglückt, da die Sprache bei einem Märchen mehr ins ""grotesk-fantastische"" weisen müsse.",{},{}
1607,628,9,100,Ilma Rakusa,18,-0.21425999999999998,13,1,0.1725,4,-0.31095,0.48345,"""Überdies ist es unmöglich, dass die Autorin in ihrem Text das Russische sowohl als Transkritption als auch als Transliteration wiedergebe. Dieses Durcheinander finde ich im ganzen Text"", kritisierte Rakusa. Außerdem würde es dem Text ""an Noblesse und Leichtigkeit"" fehlen.",{'Leichtigkeit': 1},"{'unmöglich': 1, 'Durcheinander': 1, 'kritisieren': 1, 'fehlen': 1}"
1608,628,10,102,Daniela Strigl,14,-0.2153,13,0,0,1,-0.2153,0.2153,"Daniela Strigl meinte, ihr gefalle die übersinnliche Komponente in dem russischen Text sehr gut, diese sei gut nachvollziehbar, weil das Mädchen Tanja gleichsam wie ein ""Engel vom Himmel fällt"".",{},{'gefallen': 1}
1609,628,11,102,Daniela Strigl,12,-0.3495,11,0,0,1,-0.3495,0.3495,"Der Text sei in seiner Machart allerdings etwas ""grob gestrickt"", so Strigl: ""Da ist mir ein bisschen zuviel Russlandkunde drin - die Fußnoten sprechen für sich"". Trotzdem: ""Die Idee des Textes ist gut.""",{},{'grob': 1}
1610,628,12,103,Heinrich Detering,12,-0.3466,11,0,0,1,-0.3466,0.3466,"Detering kritisierte den selbst kommentierenden Ton der Erzählung: ""Die erzählerischen Verfahren gelingen hier nicht. Die Figuren würden sich in der Innensicht selbst erzählen, was gerade passiert.",{},{'kritisieren': 1}
1611,628,13,,,18,-0.057050000000000003,16,1,0.2418,1,-0.3559,0.5977,"""Dem Leser sollen nebenbei Informationen gegeben werden, das ist jedoch nicht gelungen ausgeführt."" Die Dialogführung wirke ""hölzern"" auf ihn: ""Die Wechselrede wirkt, wenn man sie tatsächlich laut vor sich hin spricht, absolut unmöglich; außerdem finden sich zu viele Stilblüten"".",{'absolut': 1},{'unmöglich': 1}
1612,628,14,99,Ursula März,22,0.011779999999999995,17,3,0.26616666666666666,2,-0.3698,0.6359666666666667,"Ursula März stimmte ihren Kollegen in den kritisierten Einzelheiten zu, sagte allerdings: ""Ich verstehe die Geschichte ein bisschen anders: Eine Mutter verliert ihren Sohn und unternimmt einen Fluchtversuch nach Innen. Sie feiert in Gedanken eine mystische himmlische Hochzeit zwischen ihrem Sohn und Tanja"".","{'verstehen': 1, 'feiern': 1, 'himmlisch': 1}","{'kritisieren': 1, 'verlieren': 1}"
1613,628,15,,,5,0,5,0,0,0,0,0,"Das Sujet sei ""plausibel-verrätselt"", allerdings hätte sie sich etwas mehr ""Ökonomie"" und weniger ""Folklore"" im Text gewünscht.",{},{}
1614,628,16,92|99,Burkhard Spinnen|Ursula März,13,0.004,11,2,0.004,0,0,0.004,"""Ursula März ist die richtige Lektorin für diesen Text"", unterstützte Burkhart Spinnen seine Kollegin. Allerdings dürfe, falls ihre Sichtweise richtig wäre, nicht die Perspektive gewechselt werden.","{'richtige': 1, 'unterstützen': 1}",{}
1615,628,17,,,6,0,6,0,0,0,0,0,"Außerdem würden ""zu viele Geheimnisse"" zu früh ausgesprochen. ""Der Text nimmt oft Interpretationen seiner selbst vor.""",{},{}
1616,628,18,55,Karl Corino,10,0,10,0,0,0,0,0,"Karl Corino meinte: ""Die Kenntnis der russischen Literatur und der Lebenswelt ist in unseren Breiten spärlich, das verleitet natürlich zu Erklärungen"".",{},{}
1617,628,19,,,10,0.115,9,1,0.115,0,0,0.115,"Über den von der Autorin gewählten Ausweg mit dem Anmerkungsapparat war er nicht glücklich. Die Dialoge wären ihm - in Anspielung an die Moderatorentätigkeit der Autorin - zu ""zündfunkenhaft"".",{'glücklich': 1},{}
1618,628,20,99|105,Ursula März|Klaus Nüchtern,12,0.1364,11,1,0.1364,0,0,0.1364,"""Das jährliche Freigetränk geht an Ursula März"", begann Nüchtern. Er zeigte sich froh darüber, dass die Geschichte in ihrem Engel- und Märchenton schnell erkannt worden sei.",{'froh': 1},{}
1619,628,21,105,Klaus Nüchtern,17,-0.02838000000000001,12,2,0.1727,3,-0.16243333333333335,0.33513333333333334,"Es sei der Autorin als Verdienst anzurechnen, ein schweres Thema ""auf klein"" runtergerechnet zu haben. Hier werde mit Klischeesätzen ganz bewusst eine Genrewelt aufgebaut, dessen Grundgestus es sei, die Welt heil zu erzählen, schloss Nüchtern.","{'Verdienst': 1, 'heil': 1}","{'schwer': 1, 'klein': 1, 'schloss': 1}"
1620,629,0,79,Iris Radisch,15,0,15,0,0,0,0,0,"Die Lesung von Norbert Scheuers Text ""Überm Rauschen"" ließ den zweiten Lesetag zu Ende gehen. Die Juryvorsitzende Iris Radisch hatte den deutschen Autor nach Klagenfurt eingeladen.",{},{}
1621,629,1,,,14,-0.024749999999999998,12,0,0,2,-0.024749999999999998,0.024749999999999998,"Der Autor entführte mit seinem Text in die deutsche Provinz, wo die Geschichte einer sich auflösenden, zerbröckelnden Familie und der Werdegang eines begabten Buben hin zum Verrückten geschildert wird.",{},"{'entführen': 1, 'Verrückte': 1}"
1622,629,2,105,Klaus Nüchtern,13,0.2695,11,2,0.2695,0,0,0.2695,"Klaus Nüchtern lobte den Text angesichts der ""vielen, ihm bislang unbekannt gebliebenen Dinge"", der Text zeige ihm in eine ""vollkommen andere Welt"".","{'loben': 1, 'vollkommen': 1}",{}
1623,629,3,,,11,-0.24735000000000001,7,1,0.004,3,-0.33113333333333334,0.33513333333333334,"An der Geschichte, die ""in ihrer Örtlichkeit ruhe"" sei ""kein einziger Ton falsch"". Diese sei ""überhaupt nicht sentimental"" und besitze dennoch eine ""große Traurigkeit und Melancholie"".",{'besitze': 1},"{'falsch': 1, 'Traurigkeit': 1, 'Melancholie': 1}"
1624,629,4,,,5,0,5,0,0,0,0,0,"Er sei ""begeistert"" wie hier von einer ""unrettbaren und unwiederbringlichen Kindheit"" erzählt würde.",{},{}
1625,629,5,102,Daniela Strigl,13,0,13,0,0,0,0,0,"""Es scheint, als wäre der Bachmannwettbewerb heuer ein fest der Fische"", begann Daniela Strigl. Wieder stehe ein Kauz im Mittelpunkt einer Story mit ""schlechten Ausgang"".",{},{}
1626,629,6,102,Daniela Strigl,13,-0.07292499999999999,9,2,0.10830000000000001,2,-0.25415,0.36245,"Strigl bekundete ihre Schwäche für ""Texte, die eine eigene Welt entwerfen"" würden. Sie sei von der ""uneitlen Darstellung"" und ""fachlichen Genauigkeit der Wörter"" schwer beeindruckt.","{'Genauigkeit': 1, 'beeindrucken': 1}","{'Schwäche': 1, 'schwer': 1}"
1627,629,7,102,Daniela Strigl,18,-0.03055,14,2,0.15205,2,-0.21315,0.36519999999999997,"Der ""sinnliche Wortreichtum im Detail"" gehe bis in die Auswahl der Namen. Das ""Rauschen und der Fluss"" schaffe eine ""überaus beklemmende Örtlichkeit"", die in ""eindrucksvollen Bildern"" erzählt sei. ""Mir hat er ausgesprochen gut gefallen"", schloss Strigl.","{'schaffen': 1, 'eindrucksvoll': 1}","{'fallen': 1, 'schloss': 1}"
1628,629,8,104|105,Martin Ebel|Klaus Nüchtern,16,0.1119,14,2,0.1119,0,0,0.1119,"""Diesmal freue ich mich nicht über dieselben Dinge wie Klaus Nüchtern"", begann Martin Ebel. Er fühle sich mit dem Text zu sehr in ein ""Tatort-Szenario"" versetzt. Beim Lesen ""warte man nur darauf, dass der Kommissar endlich kommt und den Fall abschließt"".","{'freuen': 1, 'abschließen': 1}",{}
1629,629,9,,,9,-0.0214,8,0,0,1,-0.0214,0.0214,"Das Szenario sei ""so bekannt und voraussehbar und gar nicht so sehr regional lokalisierbar"". Der Text sei die typische ""dunkle Familiengeschichte"" mit ""Bruderdrama"".",{},{'dunkel': 1}
1630,629,10,104,Martin Ebel,11,-0.1645,9,1,0.004,1,-0.333,0.337,"""Mich stört, dass den Figuren nichts besonderes und individuelles anhaftet, denen bin ich schon so oft begegnet"", bemäkelte Ebel. Er hätte ""mehr über diese erfahren"" wollen, diese wären zu stereotyp gehalten.",{'individuell': 1},{'stören': 1}
1631,629,11,100,Ilma Rakusa,13,0.07353333333333334,10,3,0.07353333333333334,0,0,0.07353333333333334,"Ilma Rakusa zeigte sich vom Text ""sehr beeindruckt"", hier wisse jemand genau, was er tut. Die ""Vertrautheit"" mit der beschriebenen Örtlichkeit bedinge die ""Uneitelkeit des Textes"".","{'beeindrucken': 1, 'genau': 1, 'Vertrautheit': 1}",{}
1632,629,12,100,Ilma Rakusa,12,-0.0789,10,1,0.1885,1,-0.3463,0.5347999999999999,"""Ich befinde mich fast in der Versuchung zu sagen, das ist ein authentischer Text, weil der Text bis in Vokabular und Terminologie der Anglersprache stimmig ist"", so Rakusa.",{'authentisch': 1},{'Versuchung': 1}
1633,629,13,,,6,0.004,4,2,0.004,0,0,0.004,"Sie sei durch dessen ""Poesie der Genauigkeit"" eingenommen, die nicht durch ""Lyrismen"", sondern allein durch ""Tatsachenbeschreibungen"" entstehe.","{'Genauigkeit': 1, 'einnehmen': 1}",{}
1634,629,14,,,12,-0.1042,10,0,0,2,-0.1042,0.1042,"Die Familiengeschichte sei auf sehr ""knappem Raum"" erzählt, was ""allein schon ein Kunststück"" zu nennen sei. Der ""sprachlich sehr gut gearbeitete Text"" könne auf ""Psychologismen"" völlig verzichten.",{},"{'knapp': 1, 'verzichten': 1}"
1635,629,15,103,Heinrich Detering,17,0.41269999999999996,13,4,0.41269999999999996,0,0,0.41269999999999996,"""Ich kann die Begeisterung nicht teilen, obwohl ich den Text nicht unsympathisch fand"", relativierte Detering das Lob seiner Kollegen. Er habe diesem ""sachte und uneitel"" erzählten Text mit ""freundlichen Interesse"" zugehört.","{'Begeisterung': 1, 'Lob': 1, 'freundlich': 1, 'Interesse': 1}",{}
1636,629,16,,,4,0,4,0,0,0,0,0,"Seines Erachtens habe man es mit einem ""Neue Heimat-Roman"" zu tun, der nicht auf Erklärung, sondern dessen Gegenteil ziele.",{},{}
1637,629,17,103,Heinrich Detering,26,-0.036050000000000006,22,3,0.06746666666666666,1,-0.3466,0.4140666666666667,"""Hier schaut der Text soweit in die provinzielle Enge hinein, dass er sich von ihrer Klebrigkeit und Engherzigkeit anstecken lässt"". Der Text könne vor allem sprachlich keine Distanz herstellen. Der ""Provinz-Exotismus"" schaffe noch keine ""sprachliche Genauigkeit"", die Sprache sei unreflektiert und bleibe in einem ""exotisch drappierten Exotismus hängen"", kritisierte Detering.","{'schaffen': 1, 'Genauigkeit': 1, 'exotisch': 1}",{'kritisieren': 1}
1638,629,18,55,Karl Corino,15,-0.9206,14,0,0,1,-0.9206,0.9206,"Karl Corino meinte: ""Ich habe privat Herrn Scheuer immer den 'Homer der Eifel' genannt - in schwächeren Momenten ist er mehr ein Auerbach der Eifel."" Hier ist es ihm gelungen, den Gipfel aller Eifel-Geschichten zu schreiben"".",{},{'schwach': 1}
1639,629,19,55,Karl Corino,22,0.13785,18,4,0.13785,0,0,0.13785,"Der Juror lobte die ""genaue Arbeitsweise des Textes"". In einer ""globalisierten Welt"" die sich ""durch und durch ähnlich sehe"", sei es ihm gelungen, eine ""Provinz zu beschreiben"", die ""wieder erkennbar"" sei. ""Der Text verdient Respekt und gehört mithin zum Besten, was Herr Scheuer bis jetzt geschrieben hat"", so Corino.","{'loben': 1, 'erkennbar': 1, 'verdienen': 1, 'Respekt': 1}",{}
1640,629,20,99|105,Ursula März|Klaus Nüchtern,23,-0.17720000000000002,20,1,0.004,2,-0.26780000000000004,0.27180000000000004,"""Eines ist sicher - an diesem Text scheiden sich die Geister"", meinte Ursula März. Die Jurorin kehrte Klaus Nüchterns Lob in Kritik um, ""der das Hauptproblem des Textes auf den Punkt gebracht"" hätte - dessen Örtlichkeit: ""Der Text macht ein Provinzmuseum auf"", er erschöpfe sich in additiven Aufzählungen des Inventars.",{'sichern': 1},"{'Kritik': 1, 'erschöpfen': 1}"
1641,629,21,99,Ursula März,15,0,15,0,0,0,0,0,"Das habe ""überhaupt nichts rauschendes"". Denn, so März: ""Der Text sagt mir ständig: Ich bin ein Text über die Provinz, damit bewegt er sich ständig in der Defensive"". Scheuers Text käme von der bloßen ""Vorführung seines Inventars"" nicht weg.",{},{}
1642,629,22,92,Burkhard Spinnen,18,0.37623333333333336,15,3,0.37623333333333336,0,0,0.37623333333333336,"Burkhard Spinnen stimmte zu, was das ""Unprätentiöse"" und den ""gelungenen Bau"" des Textes anbelangt, obgleich auch er sich von der ""Tatortassoziation"" nicht ganz lösen habe können. Er fühle sich an Provinzdarstellungen im Fernsehen erinnert: ""Es reicht für Literatur nicht aus nur zu zeigen, dass etwas ist, wie es ist"".","{'gelungen': 1, 'lösen': 1, 'reichen': 1}",{}
1643,629,23,,,12,0,12,0,0,0,0,0,"Die Figurenzeichnung sei zu ""finit"", die Worte würden den Leser deshalb anrühren, weil es sich um ""unbekannte deutsche Worte"" handle - ""darin ist ein großes Geheimnis aufgehoben, aber es ist auch ein Trick"".",{},{}
1644,630,0,102,Daniela Strigl,14,0,14,0,0,0,0,0,"Hanno Millesi trat mit dem Text ""Werktagsüber"" in Klagenfurt an. Daniela Strigl hatte den in Wien lebenden Autor zu den Tagen der deutschsprachigen Literatur eingeladen.",{},{}
1645,630,1,,,9,0,9,0,0,0,0,0,"Der Text erzählt von einem Jugendlichen, der von der Schule verwiesen wird und seine Vormittage stattdessen in einem Park verbringt.",{},{}
1646,630,2,103,Heinrich Detering,15,-0.17690000000000003,12,1,0.2089,2,-0.3698,0.5787,"Heinrich Detering kritisierte: ""Der Text verliert sich zu lange im Versuch realistischer Beschreibungen."" Falls es sich um ""Rollenprosa"" handle, sei der eingehaltene ""Dauerton"" für einen Schüler ""unglaubhaft"".",{'realistisch': 1},"{'kritisieren': 1, 'verlieren': 1}"
1647,630,3,103,Heinrich Detering,14,-0.2079,12,0,0,2,-0.2079,0.2079,"Der Text sei in seiner dreiteiligen Konstruktion ""langweilig"" und ""schematisch"" und weise ""klappernde Wechsel"" auf: ""Der Text hat erst am Schluss an Fahrt aufgenommen, aber da hatte er mich schon verloren"", so Detering.",{},"{'langweilig': 1, 'verlieren': 1}"
1648,630,4,100,Ilma Rakusa,9,-0.20584999999999998,7,0,0,2,-0.20584999999999998,0.20584999999999998,"Ilma Rakusa schloss sich dem an, die Sprache sei für einen Schüler ""unglaubwürdig"" und fast ""beamtenhaft"" zu nennen.",{},"{'schloss': 1, 'unglaubwürdig': 1}"
1649,630,5,,,7,0.03755,5,2,0.03755,0,0,0.03755,"""Hier geht die Rollenprosa nicht auf"", so die Jurorin. Der Ton sei ""zu souverän"" und verrate eine zu ""große Überlegenheit"" des Erzählers.","{'souverän': 1, 'Überlegenheit': 1}",{}
1650,630,6,,,10,-0.0048,9,0,0,1,-0.0048,0.0048,"Wenn schon Rollenprosa, dann müsse diese mehr ""Radikalität"" und ""Konturiertheit"" aufweisen. Das Groteske des Textes am Schluss zeige sich letzlich ""zu spät"".",{},{'Groteske': 1}
1651,630,7,104,Martin Ebel,9,-0.626,8,0,0,1,-0.626,0.626,"Martin Ebel meinte: ""Das ist ein lustiger Text mit einem gar nicht lustigen Thema: Absturtz, Ausgrenzung, Versagertum"".",{},{'Ausgrenzung': 1}
1652,630,8,,,15,-0.1244,12,2,0.12639999999999998,1,-0.626,0.7524,"Interessant sei, dass die ""Ideologie der Ausgrenzung"" von den Ausgegrenzten selber am ""stärksten vertreten"" werde. Diese sei ein ""Selbstmordprogramm"", aus dem sich der Schüler nur in eine Scheinwelt flüchten könne. Diese bedinge jedoch auch eine Scheinsprache im ""Büroton"", in der alles in Ordnung sei.","{'Interessant': 1, 'stark': 1}",{'Ausgrenzung': 1}
1653,630,9,,,11,0.0696,9,1,0.2089,1,-0.0697,0.2786,"Hier werde keine ""realistische Szenerie"" ausgebreitet, allerdings sei die Länge des Textes und dessen schematische Konstruktion zu bemängeln: ""Das klappert mir dann doch zu sehr, da wird was zu Tode geritten.""",{'realistische': 1},{'Tod': 1}
1654,630,10,92,Burkhard Spinnen,16,0.004,14,2,0.004,0,0,0.004,"Spinnen meinte, das Motiv des ""Als-ob-Lebens"" und des ""Weitermachens"", wenn es nicht weiter geht, sei ein sehr bekannter Topos. Er habe schon Dutzende solcher ""Suhrkamp-Geschichten"" eines ""Lebens, das nur aus Fassade besteht"", gelesen. Dieser Topos reize zwar immer noch, allerdings sei es dann notwendig, der ""Geschichte dieses Topos etwas Neues hinzuzufügen"".","{'bestehen': 1, 'hinzufügen': 1}",{}
1655,630,11,,,8,0,8,0,0,0,0,0,"""Nicht wirklich gelungen"" sei der Umstand, dass der Autor es verabsäumt habe, dem Schüler ""eine eigene Sprache für dessen Überkompensation"" zu geben.",{},{}
1656,630,12,92,Burkhard Spinnen,12,0.13573333333333334,9,2,0.2323,1,-0.0574,0.2897,"""Der Ton der Geschichte ist schon allzu oft da gewesen, obwohl die großartige Chance bestanden hätte, sich mal anzuhören, wie das mit 17 klingt"", bedauerte Spinnen.","{'großartige': 1, 'bestehen': 1}",{'bedauern': 1}
1657,630,13,79,Iris Radisch,15,0.004,14,1,0.004,0,0,0.004,"""Also ich traue dem Text mehr Verspieltheit zu"", entgegnete Iris Radisch. Dieser sei nicht als ""Erfüllung eines Genres oder Topos"" gedacht. Dafür sprächen die ""vielen Ironiesignale"" die auf eine ""gewisse Uneigentlichkeit"" deuten würden.",{'Erfüllung': 1},{}
1658,630,14,79,Iris Radisch,13,-0.1084,11,0,0,2,-0.1084,0.1084,"Radisch ortete im Text ""eine herzergreifende Naivität und Einfachheit"", die nur im ""Rahmen eines Spiels"" erklärbar sei. Der Text würde an ""absurde Clownerien"" erinnern.",{},"{'Naivität': 1, 'absurd': 1}"
1659,630,15,105,Klaus Nüchtern,14,0.0723,11,3,0.0723,0,0,0.0723,"Nüchtern zeigte sich erleichtert, die ""realistische Rollenprosa"" vom Tisch zu wissen. Der Witz der Geschichte würde auf der ""Inadäquatheit der Phraseologie oder des Idioms und der Figur"" beruhen.","{'erleichtern': 1, 'realistische': 1, 'Witz': 1}",{}
1660,630,16,104|105,Martin Ebel|Klaus Nüchtern,11,0.36845,9,2,0.36845,0,0,0.36845,"""Ich finde wir haben heute einen ganz wunderbaren Nachmittag, jetzt lachen Martin Ebel und ich schon über die gleichen Sachen - das wird noch in eine Orgie der Harmoniesucht ausarten"", meinte Nüchtern.","{'wunderbar': 1, 'lachen': 1}",{}
1661,630,17,105,Klaus Nüchtern,24,0.19526666666666667,21,3,0.19526666666666667,0,0,0.19526666666666667,"Die Phantasie des Schülers schwanke zwischen ""Monstren an Fürsorglichkeit und Sadismus"" hin und her. Der Text sei ""ganz charmant und nicht unwitzig"" erzählt. Nüchtern zog die Parallele zu ""Holden Caulfield"", dem Protagonisten des ""Fängers im Roggen"". Der Protagonist habe hier keine ""eigene authentische Jugendsprache"" bekommen, weil er damit als ""putzig-dämonischer Früherwachsener"" charakterisiert werde.","{'Phantasie': 1, 'charmant': 1, 'authentisch': 1}",{}
1662,630,18,102,Daniela Strigl,14,0.1364,13,1,0.1364,0,0,0.1364,"""Ich bin froh, dass damit die Sprache soweit erklärt wurde"", meinte Daniela Strigl und fügte hinzu: ""Hier spricht ein durch und durch monströses Kind, das offenbar altklug ist und noch nie vom Jahr 68 gehört hat.""",{'froh': 1},{}
1663,630,19,102,Daniela Strigl,21,-0.1819666666666667,18,0,0,3,-0.1819666666666667,0.1819666666666667,"Der Protagonist sei ein ""gewaltsamer Harmoniekonstrukteur"", der die ""Simulation der bürgerlichen Familie"" gewaltsam aufrechterhalten wolle. ""Hier versucht einer, die Welt mit Gewalt zusammen zu halten"", meinte Strigl. Der Protagonist bewege sich in der Erwachsenensprache wie in der Erwachsenenwelt - ""nämlich ohne irgendwo anzustoßen"".",{},"{'gewaltsam': 2, 'Gewalt': 1}"
1664,630,20,102,Daniela Strigl,7,0,7,0,0,0,0,0,"""Hätte dieser die Sprache eines 17-jährigen, würde man der Geschichte den Lebensnerv ziehen"", meinte Strigl, das sei ""Pseudorealismus von Anfang an"".",{},{}
1665,630,21,55,Karl Corino,9,-0.16355,7,1,0.004,1,-0.3311,0.3351,"""Im maximalen Fall handle es sich bei dem Text um den Versuch, ein Ufo-Stückerl über drei betrogene Betrüger zu schreiben"", sagte Corino.",{'maximal': 1},{'Betrüger': 1}
1666,630,22,,,9,0.04985,7,2,0.04985,0,0,0.04985,"Allerdings sei die ""transzendentale Frage nach den Bedingungen der Möglichkeit"" zu stellen denn: Der Text sei ""ohne Kenntnis der Verwaltungspraxis"" nicht zu verstehen.","{'Möglichkeit': 1, 'verstehen': 1}",{}
1667,630,23,55,Karl Corino,11,0.004,10,1,0.004,0,0,0.004,"""In welchen Fällen wird denn ein Schüler in Österreich der Schule verwiesen? Ich habe mich erkundigt"", meinte Corino, dessen Jurykollegen ob seiner ""Recherchierwut"" in Heiterkeit gerieten.",{'Heiterkeit': 1},{}
1668,630,24,,,9,0,9,0,0,0,0,0,"Ein Schulverweis sei ein ""Instanzenverfahren"", bei dem die ""Eltern miteinbezogen werden"" müssten, weshalb es ""nicht so zugehen"" könne, wie in der erzählten Geschichte.",{},{}
1669,630,25,55|102,Karl Corino|Daniela Strigl,14,0.004,12,2,0.004,0,0,0.004,"""Der ganze Text funktioniert nicht"", so Corino. Daniela Strigl konterte, den Text verteidigend: ""Haben sie schon jemals Kafkas Prozess nach juristischen Gesichtspunkten analysiert?""","{'funktionieren': 1, 'verteidigen': 1}",{}
1670,631,0,104,Martin Ebel,14,0,14,0,0,0,0,0,"Annette Mingels leitete den Nachmittag des zweiten Lesetages mit ihrem Text ""Nachbeben"" ein. Die in Zürich lebende Autorin war von Martin Ebel für das Wettlesen vorgeschlagen worden.",{},{}
1671,631,1,,,11,-0.6762,9,0,0,2,-0.6762,0.6762,"""Nachbeben"" erzählt von der Gefahr persönlichen Scheiterns nach einem Seitensprung, von Ehekonflikten und drohendem Kindesmissbrauch vor der Kulisse eines Feriendorfes.",{},"{'Gefahr': 1, 'Scheitern': 1}"
1672,631,2,99,Ursula März,10,-0.10565,8,1,0.004,1,-0.2153,0.2193,"""Also mir hat der Text ausgezeichnet gefallen"", begann Ursula März das Gespräch über den Text, das zuerst nur zögerlich in Gang kommen wollte.",{'auszeichnen': 1},{'fallen': 1}
1673,631,3,,,20,-0.22230000000000003,15,2,0.12035,3,-0.4507333333333334,0.5710833333333334,"Sie sei zuerst skeptisch gewesen. Der Verdacht, es mit einem der ""üblichen Ehekonflikte auf Palma de Mallorca"" zu tun zu haben, habe sich jedoch schnell zerschlagen. Vielmehr handle es sich um die ""Phänomenologie einer dreimaligen Versuchung"", der ""biblische Stoff"" werde ""geschickt"" und ""intelligent"" im Subtext ""runtererzählt"".","{'schnellen': 1, 'intelligent': 1}","{'skeptisch': 1, 'Verdacht': 1, 'Versuchung': 1}"
1674,631,4,99,Ursula März,13,0.00605,11,2,0.00605,0,0,0.00605,"Mingels ""Nachbeben"" sei ein ""schöne Geschichte über eine Frau, die einer Verführung nachgegeben habe"", diese würde jedoch nicht ""moralisch verurteilt"". Alles in allem: ""Ein straffer, komplexer, guter Text"", so März.","{'schöne': 1, 'moralisch': 1}",{}
1675,631,5,103,Heinrich Detering,11,0.1066,9,2,0.1066,0,0,0.1066,"""Ich möchte ihrem Urteil mit etwas weniger Emphase zustimmen"", meinte Heinrich Detering. Der Text strahle die ""Kühle einer Laborsituation"" aus, was jedoch durchaus zu seinem Kalkül gehöre.","{'zustimmen': 1, 'strahle': 1}",{}
1676,631,6,103,Heinrich Detering,20,-0.4606,16,0,0,4,-0.4606,0.4606,"Die Sprache brächte die ""Verdrängung der Schuld"" durch die Hauptfigur gut zum Ausdruck. Detering meinte in diesem Aspekt jedoch auch ein Problem des Textes zu erkennen: ""Ich frage mich, ob die stilistische Kühle nicht in einer zu großen Spannung zur unterdrückten Hitzigkeit der Hauptfigur des Textes steht"".",{},"{'Verdrängung': 1, 'Schuld': 1, 'Problem': 1, 'unterdrücken': 1}"
1677,631,7,,,6,0,6,0,0,0,0,0,"Dieser könnte ""mehr Hitzewellen"" vertragen. Er sei insgesamt zu ""glatt und durchziseliert"" geraten.",{},{}
1678,631,8,55,Karl Corino,13,-0.1978,12,0,0,1,-0.1978,0.1978,"Karl Corino meinte, bei dem Text müsse es sich um den Ausschnitt innerhalb eines größeren Zusammenhangs handeln, da zu viele ""blinde Verweise in die Zukunft"" enthalten wären, die der Text nicht einlöse.",{},{'blinde': 1}
1679,631,9,55,Karl Corino,18,0.004,17,1,0.004,0,0,0.004,"""Meines Erachtens wird hier auf die Konträrsexualität a`la Musil versucht, also auf Sex zwischen Leuten, die sich eigentlich nicht mögen. Es wird aber nur das Plakat hochgehalten, der Text löst das nicht ein"", so Corino. Die Sprache gerate bei Mingels Text zur ""Konfektion"".",{'lösen': 1},{}
1680,631,10,79,Iris Radisch,14,0.04545,12,1,0.0957,1,-0.0048,0.10049999999999999,"""Also ich sehe die biblische Dimension des Textes eigentlich nicht"", begann Iris Radisch. Sie habe diesen nur ""schwer verstanden"", weil sie sich für ""Seitensprünge in ""Urlaubstexten"" auch ""nicht zuständig"" gefühlt habe.",{'verstehen': 1},{'schwer': 1}
1681,631,11,79,Iris Radisch,19,0,19,0,0,0,0,0,"Die Wahrnehmung mit der innerhalb des Textes operiert würde, sei ""viel zu sehr durchgerastert"", so Radisch. ""Die Regenjacke von Linda ist gelb"" - das ist für mich der Geist dieses Textes"". Der ""Beschreibungsfetischismus"" weise ständig auf die Tragik des Textes hin, dessen Auflösungsmotiv am Schluss ""wie rangepappt"" sei.",{},{}
1682,631,12,55|92,Karl Corino|Burkhard Spinnen,17,-0.055624999999999994,13,2,0.22845000000000001,2,-0.3397,0.56815,"Burkhard Spinnen sagte, er habe sich durch den Text ""sympathisch berührt"" gefühlt. Er widersprach Corino in seinem Urteil: Was die ""sprachliche Konfektion"" des Textes anbelange, könne dem Text keine mangelnde Authentizität vorgeworfen werden.","{'sympathisch': 1, 'Authentizität': 1}","{'widersprechen': 1, 'vorwerfen': 1}"
