author_id,first_name,middle_name,last_name,birth_place,birth_date,gender,has_wikipedia,website,literaturinstitut,has_phd
437,Gion,Mathias,Cavelty,,1974-04-04,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
438,Marcus,,Braun,,1971-11-28,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1997/autoren_1997.htm,,
439,Jan,,Lurvink,,1965-10-14,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
440,Christian,,Futscher,,1960-04-19,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
441,Christian,Paul,Berger,,1957-07-28,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
442,Inka,,Bach,,1956-04-27,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
443,Olivia,,Kleinknecht,,1960-05-21,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
444,Sibylle,,Lewitscharoff,,1954-04-16,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
445,Kathrin,,Schmidt,,1958-03-12,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
446,Kurt,,Bracharz,,1947-09-28,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
447,Leander,,Scholz,,1969-04-16,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
448,Tim,,Staffel,,1965-10-02,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
449,John,von,Düffel,,1966-10-20,male,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
450,Silvia,,Szymanski,,1958-08-07,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
451,Ralf,,Bönt,,1963-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/849/index.html,,
452,Sibylle,,Severus,,1937-08-02,female,True,http://archiv.bachmannpreis.orf.at/25_jahre/1998/autoren_1998.htm,,
453,Michael,,Lentz,,1964-05-15,male,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
454,Christian,,Mähr,,1952-02-06,male,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
455,Aglaja,,Veteranyi,,1962-05-17,female,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
456,Stefan,,Beuse,,1967-01-31,male,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
457,Peter,,Stamm,,1963-01-18,male,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
458,Thor,,Kunkel,,1963-09-02,male,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
459,Ursula,,Fricker,,1965-11-13,female,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
460,Ruth,,Erat,,1951-08-03,female,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
461,Terézia,,Mora,,1971-02-05,female,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
462,Thomas,,Jonigk,,1966-03-04,male,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
463,Monika,,Helfer,,1947-10-18,female,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
464,Vladimir,,Vertlib,,1966-07-02,male,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
465,Gudrun,,Seidenauer,,1965-07-19,female,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
466,Christian,,Uetz,,1963-08-08,male,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
467,Patricia,,Görg,,1960-03-21,male,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
468,Thomas,,Kapielski,,1951-09-16,male,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
469,Katharina,,Hacker,,1967-01-11,female,True,http://archiv.bachmannpreis.orf.at/bp99/fs_autoren.html,,
470,Ulrike,,Draesner,,1962-01-20,female,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
471,Patrick,,Kokontis,,1964-09-04,male,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
472,Stephan,,Reimertz,,1962-03-04,male,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
473,Susanne,,Riedel,,1959-05-13,female,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
474,Martina,,Kieninger,,1966-07-01,female,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
475,Andreas,,Maier,,1967-09-01,male,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
476,Martin,,Amanshauser,,1968-07-01,male,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
477,Georg,,Klein,,1953-03-29,male,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
478,Stephan,,Alfare,,1966-01-28,male,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
479,Birgit,,Müller-Wieland,,1962-09-13,female,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
480,Malin,,Schwerdtfeger,,1972-12-27,female,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
481,Julia,,Franck,,1970-02-20,female,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
482,Daniel,,Goetsch,,1968-09-20,male,True,https://bachmannpreis.orf.at/stories/2843529/,,
483,David,,Wagner,,1971-04-17,male,True,http://archiv.bachmannpreis.orf.at/bp_2000/autoren/fs_autoren.html,,
484,Rainer,,Merkel,,1964-05-26,male,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
485,Philipp,,Tingler,,1970-07-01,male,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
486,Artur,,Becker,,1968-05-07,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11100/index.html,,
487,Katrin,,Askan,,1966-02-21,female,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
488,Ulrich,,Schlotmann,,1962-08-11,male,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
489,Jenny,,Erpenbeck,,1967-03-12,female,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
490,Robert,,Fischer,,1960-07-01,male,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
491,Tanja,,Langer,,1962-09-10,female,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
492,Annegret,,Held,,1962-04-25,female,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
493,Brigitte,,Schär,,1958-02-01,female,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
494,Ute-Christine,,Krupp,,1962-07-01,female,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
495,Norbert,,Müller,,1963-03-16,male,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
496,Antje,Rávic,Strubel,,1974-04-12,female,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
497,Heiner,,Link,,1960-02-05,male,True,http://archiv.bachmannpreis.orf.at//index2001.htm,,
498,Raphael,,Urweider,,1974-11-05,male,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
499,Melanie,,Arns,,1980-02-19,female,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
500,Helga,,Glantschnig,,1958-03-14,female,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
501,Elfriede,,Kern,,1950-07-20,female,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
502,Annette,,Pehnt,,1967-07-25,female,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
503,Norbert,,Zähringer,,1967-05-04,male,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
504,Roger,,Monnerat,,1949-03-07,male,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
505,Daniel,,Zahno,,1963-11-18,male,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
506,Christoph,W.,Bauer,,1968-07-01,male,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
507,Peter,,Glaser,,1957-06-30,male,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
508,Mirko,,Bonné,,1965-06-09,male,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
509,Lukas,,Bärfuss,,1971-12-30,male,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
510,Heinz,D.,Heisl,,1952-07-01,male,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
511,Markus,,Ramseier,,1955-08-12,male,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
512,Nina,,Jäckle,,1966-05-20,female,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
513,Jörg,,Matheis,,1970-07-01,male,True,http://archiv.bachmannpreis.orf.at/bp2002/,,
514,Oswald,,Egger,,1963-03-07,male,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
515,Inka,,Parei,,1967-02-05,female,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
516,Christof,,Hamann,,1966-07-04,male,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
517,Olga,,Flor,,1968-01-25,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/4661/index.html,,
518,Gregor,,Hens,,1965-11-25,male,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
519,Kristof,,Schreuf,,1963-07-01,male,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
520,Michael,,Stauffer,,1972-07-20,male,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
521,Feridun,,Zaimoglu,,1964-12-04,male,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
522,Sünje,,Lewejohann,,1972-07-01,female,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
523,Ulla,,Lenze,,1973-09-18,female,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
524,Henning,,Ahrens,,1964-11-22,male,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
525,Susanne,,Fischer,,1960-08-18,female,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
526,Katrin,de,Vries,,1959-07-01,female,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
527,Christine,,Rinderknecht,,1954-12-05,female,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
528,Christina,,Griebel,,1973-04-12,female,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
529,Farhad,,Showghi,,1961-06-04,male,True,http://archiv.bachmannpreis.orf.at/bp2003/,,
530,Bettina,,Balàka,,1966-03-27,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/12264/index.html,,
531,Guy,,Helminger,,1963-01-20,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11095/index.html,,
532,Roswitha,,Haring,,1960-10-09,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11096/index.html,,
533,Arne,,Roß,,1966-09-20,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11088/index.html,,
534,Melinda,Nadj,Abonji,,1968-06-22,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11091/index.html,,
535,Uwe,,Tellkamp,,1968-10-28,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11085/index.html,,
536,Andreas,,Münzner,,1967-09-26,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11092/index.html,,
537,Richard,David,Precht,,1964-12-08,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11090/index.html,,
538,Thomas,,Raab,,1968-11-23,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11089/index.html,,
539,Rolf,,Schönlau,,1950-12-18,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11086/index.html,,
540,Sandra,,Hoffmann,,1967-05-11,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11093/index.html,,
541,Simona,,Sabato,,1964-07-01,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11087/index.html,,
542,Dorothea,,Dieckmann,,1957-12-18,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11099/index.html,,
543,Juli,,Zeh,,1974-06-30,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11084/index.html,,
544,Wolfgang,,Herrndorf,,1965-06-12,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11094/index.html,,
545,Anna,Katharina,Hahn,,1970-10-20,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/11097/index.html,,
546,Eva,von,Schirach,,1968-07-01,female,False,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36436/index.html,,
547,Sabine,,Schiffner,,1965-09-24,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36438/index.html,,
548,Thomas,,Lang,,1967-03-19,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36475/index.html,,
549,Klaus,,Böldl,,1964-02-21,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36481/index.html,,
550,Anna,,Kim,,1977-09-10,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36477/index.html,,
551,Anne,,Weber,,1964-11-13,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36355/index.html,,
552,Barbara,,Bongartz,,1957-09-11,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36480/index.html,,
553,Gerhild,,Steinbuch,,1983-01-21,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36390/index.html,,
554,Martina,,Hefter,,1965-06-11,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36479/index.html,,
555,Christoph,,Simon,,1972-08-06,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36392/index.html,,
556,Natalie,,Balkow,,1968-12-18,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36336/index.html,,
557,Helmut,,Kuhn,,1962-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36476/index.html,,
558,Kristof,,Magnusson,,1976-03-04,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36474/index.html,,
559,Saša,,Stanišić,,1978-03-07,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36391/index.html,,
560,Susanne,,Heinrich,,1985-11-13,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36478/index.html,,
561,Julia,,Schoch,,1974-05-17,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36435/index.html,,
562,Nikolai,,Vogel,,1971-01-10,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/36389/index.html,,
563,Ina,,Strelow,,1958-11-09,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110805/index.html,,
564,Kai,,Weyand,,1968-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110807/index.html,,
565,Kathrin,,Passig,,1970-06-04,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110801/index.html,,
566,Katja,,Huber,,1971-07-12,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110696/index.html,,
567,Norbert,,Scheuer,,1951-12-16,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110804/index.html,,
568,Hanno,,Millesi,,1966-05-15,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110803/index.html,,
569,Annette,,Mingels,,1971-08-18,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110809/index.html,,
570,Paul,,Brodowsky,,1980-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110694/index.html,,
571,Thomas,,Melle,,1975-03-17,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110702/index.html,,
572,Claudia,,Klischat,,1970-07-01,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110701/index.html,,
573,Andreas,,Merkel,,1970-08-21,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110704/index.html,,
574,Kevin,,Vennemann,,1977-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110806/index.html,,
575,Angelika,,Overath,,1957-07-17,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110800/index.html,,
576,Clemens,,Meyer,,1977-08-20,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110707/index.html,,
577,Silvio,,Huonder,,1954-10-06,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110700/index.html,,
578,Bodo,,Hell,,1943-03-15,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110695/index.html,,
579,Sigrid,,Behrens,,1976-05-28,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/110693/index.html,,
580,Martin,,Becker,,1982-11-02,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195973/index.html,,
581,Thomas,,Stangl,,1966-01-04,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195915/index.html,,
582,Björn,,Kern,,1978-04-22,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195933/index.html,,
583,Jan,,Böttcher,,1973-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195969/index.html,,
584,PeterLicht,,,,,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195931/index.html,,
585,Kurt,,Oesterle,,1955-05-17,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195928/index.html,,
586,Milena,,Oda,,1975-03-15,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195929/index.html,,
587,Michael,,Stavaric,,1972-01-07,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195913/index.html,,
588,Dieter,,Zwicky,,1957-09-07,male,True,https://bachmannpreis.orf.at/stories/2773168/,,
589,Ronald,,Reng,,1970-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195925/index.html,,
590,Silke,,Scheuermann,,1973-06-15,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195923/index.html,,
591,Lutz,,Seiler,,1963-06-08,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195917/index.html,,
592,Fridolin,,Schley,,1976-10-29,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195922/index.html,,
593,Jörg,,Albrecht,,1981-08-21,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195974/index.html,,
594,Andrea,,Grill,,1975-01-16,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195934/index.html,,
595,Jochen,,Schmidt,,1970-11-09,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195920/index.html,,
596,Christian,,Bernhardt,,1964-01-22,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195971/index.html,,
597,Jagoda,,Marinić,,1977-09-20,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreisv2/bachmannpreis/autoren/stories/195930/index.html,,
598,Anette,,Selg,,1968-07-01,female,False,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/13/index.html,,
599,Tilman,,Rammstedt,,1975-05-02,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/20/index.html,,
600,Ulf,Erdmann,Ziegler,,1959-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/11/index.html,,
601,Pedro,,Lenz,,1965-03-08,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/24/index.html,,
602,Dagrun,,Hintze,,1971-07-01,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/27/index.html,,
603,Sudabeh,,Mohafez,,1963-07-01,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/23/index.html,,
604,Heike,,Geißler,,1977-04-05,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/26/index.html,,
605,Markus,,Orths,,1969-06-21,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/22/index.html,,
606,Patrick,,Findeis,,1975-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/25/index.html,,
607,Martin,von,Arndt,,1968-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/9/,,
608,Angelika,,Reitzer,,1971-07-01,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/14/index.html,,
609,Clemens,J.,Setz,,1982-11-15,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/12/index.html,,
610,Alina,,Bronsky,,1978-12-02,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/10/index.html,,
611,Thorsten,,Palzhoff,,1974-07-01,male,False,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/21/index.html,,
612,Caterina,,Satanik,,1976-07-01,female,False,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/840/index.html,,
613,Katharina,,Born,,1973-05-27,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/848/index.html,,
614,Andrea,,Winkler,,1972-07-01,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/836/index.html,,
615,Gregor,,Sander,,1968-04-24,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/841/index.html,,
616,Andreas,,Schäfer,,1969-05-20,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/839/index.html,,
617,Jens,,Petersen,,1976-03-20,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/844/index.html,,
618,Karl-Gustav,,Ruch,,1954-07-01,male,False,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/842/index.html,,
619,Linda,,Stift,,1968-02-26,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/838/index.html,,
620,Christiane,,Neudecker,,1974-03-16,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/845/index.html,,
621,Bruno,,Preisendörfer,,1957-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/843/index.html,,
622,Karsten,,Krampitz,,1969-12-24,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/847/index.html,,
623,Philipp,,Weiss,,1982-02-05,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/837/index.html,,
624,Lorenz,,Langenegger,,1980-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/846/index.html,,
625,Verena,,Rossbacher,,1979-07-01,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2290/index.html,,
626,Christian,,Fries,,1959-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2308/index.html,,
627,Iris,,Schmidt,,1967-07-01,female,False,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2296/index.html,,
628,Josef,,Kleindienst,,1972-02-04,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2281/index.html,,
629,Judith,,Zander,,1980-11-13,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2305/index.html,,
630,Aleks,,Scholz,,1975-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2299/index.html,,
631,Max,,Scharnigg,,1980-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2293/index.html,,
632,Thomas,,Ballhausen,,1975-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2272/index.html,,
633,Dorothee,,Elmiger,,1985-07-01,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2275/index.html,,
634,Daniel,,Mezger,,1978-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2287/index.html,,
635,Christopher,,Kloeble,,1982-07-03,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2284/index.html,,
636,Volker,H.,Altwasser,,1969-12-31,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2269/index.html,,
637,Sabrina,,Janesch,,1985-07-01,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2278/index.html,,
638,Thomas,,Klupp,,1977-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2956/index.html,,
639,Michel,,Božiković,,1971-07-01,male,False,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2944/index.html,,
640,Anne,,Richter,,1973-07-01,female,False,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2975/index.html,,
641,Leif,,Randt,,1983-07-01,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2970/index.html,,
642,Steffen,,Popp,,1978-07-18,male,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2960/index.html,,
643,Nina,,Bußmann,,1980-07-01,female,True,http://archiv.bachmannpreis.orf.at/bachmannpreis.eu/de/autoren/2947/index.html,,
